case_id,start_time,end_time,(case)_description,Variant,Variant_index,lifecycle_transition,Activity,defectFixed,defectType,numberRepairs,Resource,Role,phoneType,Cost
1028,1970-01-22T10:55:00,1970-01-22T11:06:00,Simulated process instance, Variant 26,26, complete, Repair (Complex),,,,SolverC2,SolverC2,,
1028,1970-01-22T11:06:00,1970-01-22T11:14:00,Simulated process instance, Variant 26,26, complete, Test Repair,TRUE,,0,Tester4,Tester4,,
1029,1970-01-22T22:01:00,1970-01-22T22:01:00,Simulated process instance, Variant 12,12, complete, Register,,,,System,System,,
1029,1970-01-22T22:01:00,1970-01-22T22:08:00,Simulated process instance, Variant 12,12, complete, Analyze Defect,,2,,Tester1,Tester1,T1,
1029,1970-01-22T22:26:00,1970-01-22T22:38:00,Simulated process instance, Variant 12,12, complete, Repair (Simple),,,,SolverS3,SolverS3,,
1029,1970-01-22T22:38:00,1970-01-22T22:47:00,Simulated process instance, Variant 12,12, complete, Test Repair,TRUE,,1,Tester6,Tester6,,
1029,1970-01-22T22:57:00,1970-01-22T22:57:00,Simulated process instance, Variant 12,12, complete, Inform User,,,,System,System,,
103,1970-01-03T06:41:00,1970-01-03T06:41:00,Simulated process instance, Variant 2,2, complete, Register,,,,System,System,,
103,1970-01-03T06:41:00,1970-01-03T06:49:00,Simulated process instance, Variant 2,2, complete, Analyze Defect,,10,,Tester2,Tester2,T1,
103,1970-01-03T07:15:00,1970-01-03T07:34:00,Simulated process instance, Variant 2,2, complete, Repair (Complex),,,,SolverC2,SolverC2,,
103,1970-01-03T07:34:00,1970-01-03T07:39:00,Simulated process instance, Variant 2,2, complete, Test Repair,TRUE,,0,Tester3,Tester3,,
103,1970-01-03T07:37:00,1970-01-03T07:37:00,Simulated process instance, Variant 2,2, complete, Inform User,,,,System,System,,
103,1970-01-03T07:46:00,1970-01-03T07:46:00,Simulated process instance, Variant 2,2, complete, Archive Repair,TRUE,,0,System,System,,
1030,1970-01-22T11:06:00,1970-01-22T11:06:00,Simulated process instance, Variant 29,29, complete, Register,,,,System,System,,
1030,1970-01-22T11:06:00,1970-01-22T11:15:00,Simulated process instance, Variant 29,29, complete, Analyze Defect,,2,,Tester6,Tester6,T3,
1030,1970-01-22T11:31:00,1970-01-22T11:31:00,Simulated process instance, Variant 29,29, complete, Inform User,,,,System,System,,
1030,1970-01-22T11:31:00,1970-01-22T11:44:00,Simulated process instance, Variant 29,29, complete, Repair (Simple),,,,SolverS3,SolverS3,,
1030,1970-01-22T11:44:00,1970-01-22T11:50:00,Simulated process instance, Variant 29,29, complete, Test Repair,TRUE,,1,Tester1,Tester1,,
1031,1970-01-22T07:49:00,1970-01-22T07:49:00,Simulated process instance, Variant 10,10, complete, Register,,,,System,System,,
1031,1970-01-22T07:49:00,1970-01-22T07:55:00,Simulated process instance, Variant 10,10, complete, Analyze Defect,,10,,Tester2,Tester2,T1,
1031,1970-01-22T08:21:00,1970-01-22T08:38:00,Simulated process instance, Variant 10,10, complete, Repair (Complex),,,,SolverC2,SolverC2,,
1031,1970-01-22T08:28:00,1970-01-22T08:28:00,Simulated process instance, Variant 10,10, complete, Inform User,,,,System,System,,
1031,1970-01-22T08:38:00,1970-01-22T08:45:00,Simulated process instance, Variant 10,10, complete, Test Repair,TRUE,,0,Tester5,Tester5,,
1032,1970-01-22T17:57:00,1970-01-22T17:57:00,Simulated process instance, Variant 29,29, complete, Register,,,,System,System,,
1032,1970-01-22T17:57:00,1970-01-22T18:04:00,Simulated process instance, Variant 29,29, complete, Analyze Defect,,2,,Tester1,Tester1,T2,
1032,1970-01-22T18:21:00,1970-01-22T18:21:00,Simulated process instance, Variant 29,29, complete, Inform User,,,,System,System,,
1032,1970-01-22T18:33:00,1970-01-22T18:43:00,Simulated process instance, Variant 29,29, complete, Repair (Simple),,,,SolverS3,SolverS3,,
1032,1970-01-22T18:43:00,1970-01-22T18:49:00,Simulated process instance, Variant 29,29, complete, Test Repair,TRUE,,1,Tester6,Tester6,,
1033,1970-01-23T11:18:00,1970-01-23T11:18:00,Simulated process instance, Variant 43,43, complete, Register,,,,System,System,,
1033,1970-01-23T11:18:00,1970-01-23T11:25:00,Simulated process instance, Variant 43,43, complete, Analyze Defect,,3,,Tester4,Tester4,T3,
1033,1970-01-23T11:27:00,1970-01-23T11:34:00,Simulated process instance, Variant 43,43, complete, Repair (Simple),,,,SolverS1,SolverS1,,
1033,1970-01-23T11:34:00,1970-01-23T11:40:00,Simulated process instance, Variant 43,43, complete, Test Repair,FALSE,,1,Tester2,Tester2,,
1033,1970-01-23T11:45:00,1970-01-23T11:45:00,Simulated process instance, Variant 43,43, complete, Restart Repair,,,,System,System,,
1033,1970-01-23T11:45:00,1970-01-23T11:56:00,Simulated process instance, Variant 43,43, complete, Repair (Simple),,,,SolverS3,SolverS3,,
1033,1970-01-23T11:56:00,1970-01-23T12:01:00,Simulated process instance, Variant 43,43, complete, Test Repair,TRUE,,2,Tester3,Tester3,,
1033,1970-01-23T12:08:00,1970-01-23T12:08:00,Simulated process instance, Variant 43,43, complete, Inform User,,,,System,System,,
1034,1970-01-22T17:56:00,1970-01-22T17:56:00,Simulated process instance, Variant 30,30, complete, Register,,,,System,System,,
1034,1970-01-22T17:56:00,1970-01-22T18:04:00,Simulated process instance, Variant 30,30, complete, Analyze Defect,,4,,Tester2,Tester2,T1,
1034,1970-01-22T18:27:00,1970-01-22T18:27:00,Simulated process instance, Variant 30,30, complete, Inform User,,,,System,System,,
1034,1970-01-22T18:34:00,1970-01-22T18:40:00,Simulated process instance, Variant 30,30, complete, Repair (Simple),,,,SolverS1,SolverS1,,
1034,1970-01-22T18:40:00,1970-01-22T18:50:00,Simulated process instance, Variant 30,30, complete, Test Repair,FALSE,,1,Tester1,Tester1,,
1034,1970-01-22T19:00:00,1970-01-22T19:00:00,Simulated process instance, Variant 30,30, complete, Restart Repair,,,,System,System,,
1034,1970-01-22T19:00:00,1970-01-22T19:20:00,Simulated process instance, Variant 30,30, complete, Repair (Simple),,,,SolverS3,SolverS3,,
1034,1970-01-22T19:20:00,1970-01-22T19:27:00,Simulated process instance, Variant 30,30, complete, Test Repair,TRUE,,2,Tester1,Tester1,,
1035,1970-01-23T13:56:00,1970-01-23T13:56:00,Simulated process instance, Variant 10,10, complete, Register,,,,System,System,,
1035,1970-01-23T13:56:00,1970-01-23T14:02:00,Simulated process instance, Variant 10,10, complete, Analyze Defect,,7,,Tester3,Tester3,T2,
1035,1970-01-23T14:29:00,1970-01-23T15:15:00,Simulated process instance, Variant 10,10, complete, Repair (Complex),,,,SolverC3,SolverC3,,
1035,1970-01-23T14:44:00,1970-01-23T14:44:00,Simulated process instance, Variant 10,10, complete, Inform User,,,,System,System,,
1035,1970-01-23T15:15:00,1970-01-23T15:24:00,Simulated process instance, Variant 10,10, complete, Test Repair,TRUE,,0,Tester4,Tester4,,
1036,1970-01-22T12:02:00,1970-01-22T12:02:00,Simulated process instance, Variant 10,10, complete, Register,,,,System,System,,
1036,1970-01-22T12:02:00,1970-01-22T12:12:00,Simulated process instance, Variant 10,10, complete, Analyze Defect,,7,,Tester4,Tester4,T2,
1036,1970-01-22T12:34:00,1970-01-22T12:49:00,Simulated process instance, Variant 10,10, complete, Repair (Complex),,,,SolverC2,SolverC2,,
1036,1970-01-22T12:37:00,1970-01-22T12:37:00,Simulated process instance, Variant 10,10, complete, Inform User,,,,System,System,,
1036,1970-01-22T12:49:00,1970-01-22T12:57:00,Simulated process instance, Variant 10,10, complete, Test Repair,TRUE,,0,Tester3,Tester3,,
1037,1970-01-23T14:04:00,1970-01-23T14:04:00,Simulated process instance, Variant 12,12, complete, Register,,,,System,System,,
1037,1970-01-23T14:04:00,1970-01-23T14:11:00,Simulated process instance, Variant 12,12, complete, Analyze Defect,,4,,Tester3,Tester3,T3,
1037,1970-01-23T14:22:00,1970-01-23T14:29:00,Simulated process instance, Variant 12,12, complete, Repair (Simple),,,,SolverS2,SolverS2,,
1037,1970-01-23T14:29:00,1970-01-23T14:38:00,Simulated process instance, Variant 12,12, complete, Test Repair,TRUE,,1,Tester6,Tester6,,
1037,1970-01-23T14:47:00,1970-01-23T14:47:00,Simulated process instance, Variant 12,12, complete, Inform User,,,,System,System,,
1038,1970-01-23T04:36:00,1970-01-23T04:36:00,Simulated process instance, Variant 13,13, complete, Register,,,,System,System,,
1038,1970-01-23T04:36:00,1970-01-23T04:41:00,Simulated process instance, Variant 13,13, complete, Analyze Defect,,5,,Tester2,Tester2,T3,
1038,1970-01-23T04:48:00,1970-01-23T05:04:00,Simulated process instance, Variant 13,13, complete, Repair (Complex),,,,SolverC1,SolverC1,,
1038,1970-01-23T05:04:00,1970-01-23T05:10:00,Simulated process instance, Variant 13,13, complete, Test Repair,TRUE,,0,Tester2,Tester2,,
1038,1970-01-23T05:29:00,1970-01-23T05:29:00,Simulated process instance, Variant 13,13, complete, Inform User,,,,System,System,,
1039,1970-01-23T16:42:00,1970-01-23T16:42:00,Simulated process instance, Variant 26,26, complete, Register,,,,System,System,,
1039,1970-01-23T16:42:00,1970-01-23T16:52:00,Simulated process instance, Variant 26,26, complete, Analyze Defect,,10,,Tester1,Tester1,T1,
1039,1970-01-23T17:12:00,1970-01-23T17:12:00,Simulated process instance, Variant 26,26, complete, Inform User,,,,System,System,,
1039,1970-01-23T17:16:00,1970-01-23T18:03:00,Simulated process instance, Variant 26,26, complete, Repair (Complex),,,,SolverC3,SolverC3,,
1039,1970-01-23T18:03:00,1970-01-23T18:08:00,Simulated process instance, Variant 26,26, complete, Test Repair,TRUE,,0,Tester6,Tester6,,
104,1970-01-04T19:29:00,1970-01-04T19:29:00,Simulated process instance, Variant 2,2, complete, Register,,,,System,System,,
104,1970-01-04T19:29:00,1970-01-04T19:37:00,Simulated process instance, Variant 2,2, complete, Analyze Defect,,6,,Tester6,Tester6,T2,
104,1970-01-04T19:44:00,1970-01-04T20:02:00,Simulated process instance, Variant 2,2, complete, Repair (Complex),,,,SolverC2,SolverC2,,
104,1970-01-04T20:02:00,1970-01-04T20:08:00,Simulated process instance, Variant 2,2, complete, Test Repair,TRUE,,0,Tester5,Tester5,,
104,1970-01-04T20:25:00,1970-01-04T20:25:00,Simulated process instance, Variant 2,2, complete, Inform User,,,,System,System,,
104,1970-01-04T20:25:00,1970-01-04T20:25:00,Simulated process instance, Variant 2,2, complete, Archive Repair,TRUE,,0,System,System,,
1040,1970-01-23T15:24:00,1970-01-23T15:24:00,Simulated process instance, Variant 12,12, complete, Register,,,,System,System,,
1040,1970-01-23T15:24:00,1970-01-23T15:31:00,Simulated process instance, Variant 12,12, complete, Analyze Defect,,4,,Tester6,Tester6,T3,
1040,1970-01-23T15:52:00,1970-01-23T16:11:00,Simulated process instance, Variant 12,12, complete, Repair (Simple),,,,SolverS3,SolverS3,,
1040,1970-01-23T16:11:00,1970-01-23T16:20:00,Simulated process instance, Variant 12,12, complete, Test Repair,TRUE,,1,Tester3,Tester3,,
1040,1970-01-23T16:21:00,1970-01-23T16:21:00,Simulated process instance, Variant 12,12, complete, Inform User,,,,System,System,,
1041,1970-01-23T14:15:00,1970-01-23T14:15:00,Simulated process instance, Variant 50,50, complete, Register,,,,System,System,,
1041,1970-01-23T14:15:00,1970-01-23T14:25:00,Simulated process instance, Variant 50,50, complete, Analyze Defect,,2,,Tester3,Tester3,T3,
1041,1970-01-23T14:55:00,1970-01-23T15:00:00,Simulated process instance, Variant 50,50, complete, Repair (Simple),,,,SolverS1,SolverS1,,
1041,1970-01-23T15:00:00,1970-01-23T15:10:00,Simulated process instance, Variant 50,50, complete, Test Repair,FALSE,,1,Tester5,Tester5,,
1041,1970-01-23T15:03:00,1970-01-23T15:03:00,Simulated process instance, Variant 50,50, complete, Inform User,,,,System,System,,
1041,1970-01-23T15:16:00,1970-01-23T15:16:00,Simulated process instance, Variant 50,50, complete, Restart Repair,,,,System,System,,
1041,1970-01-23T15:16:00,1970-01-23T15:22:00,Simulated process instance, Variant 50,50, complete, Repair (Simple),,,,SolverS1,SolverS1,,
1041,1970-01-23T15:22:00,1970-01-23T15:31:00,Simulated process instance, Variant 50,50, complete, Test Repair,FALSE,,2,Tester5,Tester5,,
1041,1970-01-23T15:40:00,1970-01-23T15:40:00,Simulated process instance, Variant 50,50, complete, Restart Repair,,,,System,System,,
1041,1970-01-23T15:40:00,1970-01-23T15:55:00,Simulated process instance, Variant 50,50, complete, Repair (Simple),,,,SolverS2,SolverS2,,
1041,1970-01-23T15:55:00,1970-01-23T16:05:00,Simulated process instance, Variant 50,50, complete, Test Repair,FALSE,,3,Tester3,Tester3,,
1042,1970-01-22T14:48:00,1970-01-22T14:48:00,Simulated process instance, Variant 12,12, complete, Register,,,,System,System,,
1042,1970-01-22T14:48:00,1970-01-22T14:54:00,Simulated process instance, Variant 12,12, complete, Analyze Defect,,6,,Tester6,Tester6,T1,
1042,1970-01-22T15:16:00,1970-01-22T15:35:00,Simulated process instance, Variant 12,12, complete, Repair (Simple),,,,SolverS3,SolverS3,,
1042,1970-01-22T15:35:00,1970-01-22T15:41:00,Simulated process instance, Variant 12,12, complete, Test Repair,TRUE,,1,Tester3,Tester3,,
1042,1970-01-22T15:36:00,1970-01-22T15:36:00,Simulated process instance, Variant 12,12, complete, Inform User,,,,System,System,,
1043,1970-01-23T06:12:00,1970-01-23T06:12:00,Simulated process instance, Variant 12,12, complete, Register,,,,System,System,,
1043,1970-01-23T06:12:00,1970-01-23T06:19:00,Simulated process instance, Variant 12,12, complete, Analyze Defect,,5,,Tester2,Tester2,T3,
1043,1970-01-23T06:20:00,1970-01-23T06:33:00,Simulated process instance, Variant 12,12, complete, Repair (Simple),,,,SolverS3,SolverS3,,
1043,1970-01-23T06:33:00,1970-01-23T06:42:00,Simulated process instance, Variant 12,12, complete, Test Repair,TRUE,,1,Tester1,Tester1,,
1043,1970-01-23T06:41:00,1970-01-23T06:41:00,Simulated process instance, Variant 12,12, complete, Inform User,,,,System,System,,
1044,1970-01-23T08:39:00,1970-01-23T08:39:00,Simulated process instance, Variant 26,26, complete, Register,,,,System,System,,
1044,1970-01-23T08:39:00,1970-01-23T08:48:00,Simulated process instance, Variant 26,26, complete, Analyze Defect,,7,,Tester2,Tester2,T1,
1044,1970-01-23T09:05:00,1970-01-23T09:05:00,Simulated process instance, Variant 26,26, complete, Inform User,,,,System,System,,
1044,1970-01-23T09:05:00,1970-01-23T09:52:00,Simulated process instance, Variant 26,26, complete, Repair (Complex),,,,SolverC3,SolverC3,,
1044,1970-01-23T09:52:00,1970-01-23T10:01:00,Simulated process instance, Variant 26,26, complete, Test Repair,TRUE,,0,Tester3,Tester3,,
1045,1970-01-22T22:32:00,1970-01-22T22:32:00,Simulated process instance, Variant 12,12, complete, Register,,,,System,System,,
1045,1970-01-22T22:32:00,1970-01-22T22:39:00,Simulated process instance, Variant 12,12, complete, Analyze Defect,,1,,Tester1,Tester1,T3,
1045,1970-01-22T22:43:00,1970-01-22T22:58:00,Simulated process instance, Variant 12,12, complete, Repair (Simple),,,,SolverS3,SolverS3,,
1045,1970-01-22T22:58:00,1970-01-22T23:04:00,Simulated process instance, Variant 12,12, complete, Test Repair,TRUE,,1,Tester1,Tester1,,
1045,1970-01-22T23:07:00,1970-01-22T23:07:00,Simulated process instance, Variant 12,12, complete, Inform User,,,,System,System,,
1046,1970-01-23T12:37:00,1970-01-23T12:37:00,Simulated process instance, Variant 10,10, complete, Register,,,,System,System,,
1046,1970-01-23T12:37:00,1970-01-23T12:43:00,Simulated process instance, Variant 10,10, complete, Analyze Defect,,7,,Tester5,Tester5,T3,
1046,1970-01-23T12:51:00,1970-01-23T13:09:00,Simulated process instance, Variant 10,10, complete, Repair (Complex),,,,SolverC1,SolverC1,,
1046,1970-01-23T13:06:00,1970-01-23T13:06:00,Simulated process instance, Variant 10,10, complete, Inform User,,,,System,System,,
1046,1970-01-23T13:09:00,1970-01-23T13:18:00,Simulated process instance, Variant 10,10, complete, Test Repair,TRUE,,0,Tester5,Tester5,,
1047,1970-01-23T16:15:00,1970-01-23T16:15:00,Simulated process instance, Variant 35,35, complete, Register,,,,System,System,,
1047,1970-01-23T16:15:00,1970-01-23T16:20:00,Simulated process instance, Variant 35,35, complete, Analyze Defect,,2,,Tester2,Tester2,T1,
1047,1970-01-23T16:33:00,1970-01-23T16:39:00,Simulated process instance, Variant 35,35, complete, Repair (Simple),,,,SolverS2,SolverS2,,
1047,1970-01-23T16:39:00,1970-01-23T16:46:00,Simulated process instance, Variant 35,35, complete, Test Repair,FALSE,,1,Tester3,Tester3,,
1047,1970-01-23T16:49:00,1970-01-23T16:49:00,Simulated process instance, Variant 35,35, complete, Inform User,,,,System,System,,
1047,1970-01-23T16:51:00,1970-01-23T16:51:00,Simulated process instance, Variant 35,35, complete, Restart Repair,,,,System,System,,
1047,1970-01-23T16:51:00,1970-01-23T17:00:00,Simulated process instance, Variant 35,35, complete, Repair (Simple),,,,SolverS2,SolverS2,,
1047,1970-01-23T17:00:00,1970-01-23T17:10:00,Simulated process instance, Variant 35,35, complete, Test Repair,TRUE,,2,Tester2,Tester2,,
1048,1970-01-23T13:02:00,1970-01-23T13:02:00,Simulated process instance, Variant 26,26, complete, Register,,,,System,System,,
1048,1970-01-23T13:02:00,1970-01-23T13:11:00,Simulated process instance, Variant 26,26, complete, Analyze Defect,,7,,Tester2,Tester2,T3,
1048,1970-01-23T13:30:00,1970-01-23T13:30:00,Simulated process instance, Variant 26,26, complete, Inform User,,,,System,System,,
1048,1970-01-23T13:33:00,1970-01-23T13:47:00,Simulated process instance, Variant 26,26, complete, Repair (Complex),,,,SolverC1,SolverC1,,
1048,1970-01-23T13:47:00,1970-01-23T13:55:00,Simulated process instance, Variant 26,26, complete, Test Repair,TRUE,,0,Tester3,Tester3,,
1049,1970-01-22T14:36:00,1970-01-22T14:36:00,Simulated process instance, Variant 13,13, complete, Register,,,,System,System,,
1049,1970-01-22T14:36:00,1970-01-22T14:45:00,Simulated process instance, Variant 13,13, complete, Analyze Defect,,8,,Tester5,Tester5,T2,
1049,1970-01-22T14:49:00,1970-01-22T15:08:00,Simulated process instance, Variant 13,13, complete, Repair (Complex),,,,SolverC2,SolverC2,,
1049,1970-01-22T15:08:00,1970-01-22T15:13:00,Simulated process instance, Variant 13,13, complete, Test Repair,TRUE,,0,Tester6,Tester6,,
1049,1970-01-22T15:34:00,1970-01-22T15:34:00,Simulated process instance, Variant 13,13, complete, Inform User,,,,System,System,,
